Date,Price,Open,High,Low,Vol.,Change %,,Time,
2020/5/25,"2,081.83","2,073.92","2,082.05","2,073.37",-,0.48%,,2019/12/31,2358.47
2020/5/26,"2,114.27","2,083.10","2,127.61","2,083.04",-,1.56%,,2020/1/1,2358.48
2020/5/27,"2,136.90","2,114.36","2,138.66","2,102.49",-,1.07%,,2020/1/2,2375.94
2020/5/28,"2,148.33","2,140.17","2,167.71","2,139.70",-,0.53%,,2020/1/3,2363.12
2020/5/29,"2,147.88","2,147.81","2,149.63","2,126.32",-,-0.02%,,2020/1/4,#N/A
2020/6/1,"2,163.92","2,147.96","2,166.85","2,147.63",-,0.75%,,2020/1/5,#N/A
2020/6/2,"2,187.09","2,164.68","2,187.09","2,164.55",-,1.07%,,2020/1/6,2364.49
2020/6/3,"2,222.54","2,187.95","2,226.83","2,187.95",-,1.62%,,2020/1/7,2362.43
2020/6/4,"2,218.50","2,223.77","2,227.91","2,207.65",-,-0.18%,,2020/1/8,2366.93
2020/6/5,"2,266.76","2,217.31","2,274.68","2,216.20",-,2.18%,,2020/1/9,2379.85
2020/6/8,"2,288.04","2,268.33","2,289.20","2,263.83",-,0.94%,,2020/1/10,2377.62
2020/6/9,"2,275.28","2,289.24","2,291.59","2,266.21",-,-0.56%,,2020/1/11,#N/A
2020/6/10,"2,267.36","2,273.08","2,285.90","2,261.83",-,-0.35%,,2020/1/12,#N/A
2020/6/11,"2,154.44","2,266.86","2,267.28","2,149.94",-,-4.98%,,2020/1/13,2388.25
2020/6/12,"2,164.46","2,148.23","2,196.02","2,135.87",-,0.47%,,2020/1/14,2388.5
2020/6/15,"2,171.44","2,163.37","2,179.99","2,116.44",-,0.32%,,2020/1/15,2392.06
2020/6/16,"2,219.10","2,175.76","2,238.02","2,175.76",-,2.19%,,2020/1/16,2406.17
2020/6/17,"2,217.90","2,220.53","2,231.61","2,214.51",-,-0.05%,,2020/1/17,2415.51
2020/6/18,"2,215.64","2,218.24","2,220.16","2,203.36",-,-0.10%,,2020/1/18,#N/A
2020/6/19,"2,208.97","2,215.22","2,237.26","2,201.70",-,-0.30%,,2020/1/19,#N/A
2020/6/22,"2,217.82","2,207.41","2,220.10","2,198.59",-,0.40%,,2020/1/20,2415.03
2020/6/23,"2,236.04","2,220.90","2,246.32","2,215.22",-,0.82%,,2020/1/21,2409.29
2020/6/24,"2,180.12","2,234.47","2,235.58","2,171.19",-,-2.50%,,2020/1/22,2410.23
2020/6/25,"2,193.40","2,176.85","2,194.75","2,160.47",-,0.61%,,2020/1/23,2406.14
2020/6/26,"2,157.19","2,195.11","2,203.41","2,157.02",-,-1.65%,,2020/1/24,2395.31
2020/6/29,"2,176.44","2,156.81","2,176.89","2,148.60",-,0.89%,,2020/1/25,#N/A
2020/6/30,"2,201.79","2,178.80","2,207.66","2,173.62",-,1.16%,,2020/1/26,#N/A
2020/7/1,"2,211.27","2,202.77","2,216.99","2,194.91",-,0.43%,,2020/1/27,2356.09
2020/7/2,"2,227.65","2,211.70","2,247.99","2,211.07",-,0.74%,,2020/1/28,2372.52
2020/7/3,"2,226.39","2,229.25","2,231.32","2,224.53",-,-0.06%,,2020/1/29,2373.52
2020/7/6,"2,264.29","2,226.82","2,265.66","2,226.81",-,1.70%,,2020/1/30,2372.01
2020/7/7,"2,243.17","2,263.58","2,265.32","2,241.29",-,-0.93%,,2020/1/31,2342.41
2020/7/8,"2,252.64","2,241.37","2,255.37","2,235.52",-,0.42%,,2020/2/1,#N/A
2020/7/9,"2,240.73","2,253.46","2,260.79","2,221.54",-,-0.53%,,2020/2/2,#N/A
2020/7/10,"2,259.60","2,240.02","2,259.60","2,232.56",-,0.84%,,2020/2/3,2351.45
2020/7/13,"2,253.76","2,260.07","2,294.70","2,249.28",-,-0.26%,,2020/2/4,2383.3
2020/7/14,"2,270.69","2,250.97","2,272.20","2,232.93",-,0.75%,,2020/2/5,2404.96
2020/7/15,"2,298.78","2,272.82","2,306.12","2,272.82",-,1.24%,,2020/2/6,2416.48
2020/7/16,"2,288.81","2,298.47","2,298.47","2,279.16",-,-0.43%,,2020/2/7,2404.75
2020/7/17,"2,293.92","2,286.83","2,299.23","2,283.22",-,0.22%,,2020/2/8,#N/A
2020/7/20,"2,312.95","2,295.59","2,315.91","2,290.54",-,0.83%,,2020/2/9,#N/A
2020/7/21,"2,321.55","2,313.93","2,333.64","2,313.93",-,0.37%,,2020/2/10,2413.1
2020/7/22,"2,327.76","2,322.50","2,329.00","2,314.82",-,0.27%,,2020/2/11,2421.26
2020/7/23,"2,308.12","2,327.01","2,332.03","2,301.75",-,-0.84%,,2020/2/12,2434.95
2020/7/24,"2,291.58","2,307.94","2,309.35","2,282.51",-,-0.72%,,2020/2/13,2429.89
2020/7/27,"2,311.62","2,290.64","2,311.62","2,289.95",-,0.87%,,2020/2/14,2431.37
2020/7/28,"2,299.91","2,311.30","2,313.56","2,298.64",-,-0.51%,,2020/2/15,#N/A
2020/7/29,"2,319.71","2,298.43","2,324.13","2,296.82",-,0.86%,,2020/2/16,#N/A
2020/7/30,"2,304.01","2,321.12","2,321.60","2,278.69",-,-0.68%,,2020/2/17,2430.69
2020/7/31,"2,304.98","2,307.08","2,311.56","2,279.06",-,0.04%,,2020/2/18,2421.47
2020/8/3,"2,324.08","2,304.21","2,329.36","2,301.66",-,0.83%,,2020/2/19,2431.22
2020/8/4,"2,336.82","2,327.09","2,339.32","2,323.93",-,0.55%,,2020/2/20,2420.21
2020/8/5,"2,355.94","2,339.20","2,357.69","2,337.34",-,0.82%,,2020/2/21,2402.8
2020/8/6,"2,359.89","2,355.17","2,361.81","2,343.99",-,0.17%,,2020/2/22,#N/A
2020/8/7,"2,355.97","2,360.56","2,360.86","2,344.19",-,-0.17%,,2020/2/23,#N/A
2020/8/10,"2,360.87","2,355.69","2,364.04","2,347.82",-,0.21%,,2020/2/24,2330.75
2020/8/11,"2,359.47","2,360.61","2,382.53","2,354.91",-,-0.06%,,2020/2/25,2269.42
2020/8/12,"2,391.80","2,358.36","2,394.46","2,357.01",-,1.37%,,2020/2/26,2258.62
2020/8/13,"2,390.08","2,392.64","2,396.54","2,383.42",-,-0.07%,,2020/2/27,2177.25
2020/8/14,"2,384.20","2,389.12","2,390.16","2,379.00",-,-0.25%,,2020/2/28,2141.12
2020/8/17,"2,393.97","2,384.15","2,396.20","2,381.11",-,0.41%,,2020/2/29,#N/A
2020/8/18,"2,399.37","2,394.26","2,405.86","2,388.89",-,0.23%,,2020/3/1,#N/A
2020/8/19,"2,394.47","2,400.39","2,406.65","2,388.33",-,-0.20%,,2020/3/2,2212.38
2020/8/20,"2,389.15","2,389.82","2,393.64","2,371.46",-,-0.22%,,2020/3/3,2179.48
2020/8/21,"2,392.11","2,392.91","2,394.79","2,382.35",-,0.12%,,2020/3/4,2243.09
2020/8/24,"2,417.05","2,393.08","2,417.05","2,392.26",-,1.04%,,2020/3/5,2192.35
2020/8/25,"2,422.95","2,417.60","2,425.05","2,414.40",-,0.24%,,2020/3/6,2149.29
2020/8/26,"2,446.05","2,423.60","2,447.66","2,420.34",-,0.95%,,2020/3/7,#N/A
2020/8/27,"2,442.79","2,447.61","2,453.57","2,434.50",-,-0.13%,,2020/3/8,#N/A
2020/8/28,"2,456.86","2,444.00","2,457.86","2,442.76",-,0.58%,,2020/3/9,1995.22
2020/8/31,"2,455.51","2,458.97","2,461.35","2,450.44",-,-0.05%,,2020/3/10,2051.96
2020/9/1,"2,467.25","2,453.75","2,467.25","2,448.25",-,0.48%,,2020/3/11,1972.04
2020/9/2,"2,494.10","2,466.57","2,497.61","2,465.07",-,1.09%,,2020/3/12,1776.52
2020/9/3,"2,425.78","2,495.94","2,500.32","2,413.05",-,-2.74%,,2020/3/13,1881.64
2020/9/4,"2,399.60","2,423.92","2,433.90","2,357.31",-,-1.08%,,2020/3/14,#N/A
2020/9/7,"2,408.05","2,401.09","2,408.79","2,399.96",-,0.35%,,2020/3/15,#N/A
2020/9/8,"2,354.41","2,408.15","2,410.19","2,352.64",-,-2.23%,,2020/3/16,1702.79
2020/9/9,"2,393.75","2,350.96","2,405.82","2,348.25",-,1.67%,,2020/3/17,1772.93
2020/9/10,"2,367.80","2,395.21","2,413.49","2,360.37",-,-1.08%,,2020/3/18,1682.25
2020/9/11,"2,368.14","2,365.08","2,383.34","2,352.99",-,0.01%,,2020/3/19,1694.45
2020/9/14,"2,396.37","2,369.28","2,404.50","2,369.28",-,1.19%,,2020/3/20,1650.94
2020/9/15,"2,407.97","2,394.92","2,418.55","2,393.55",-,0.48%,,2020/3/21,#N/A
2020/9/16,"2,403.50","2,407.74","2,424.78","2,401.11",-,-0.19%,,2020/3/22,#N/A
2020/9/17,"2,383.54","2,401.54","2,401.60","2,368.72",-,-0.83%,,2020/3/23,1602.11
2020/9/18,"2,367.99","2,385.69","2,388.43","2,353.65",-,-0.65%,,2020/3/24,1742.61
2020/9/21,"2,329.49","2,366.63","2,368.13","2,300.42",-,-1.63%,,2020/3/25,1785.99
2020/9/22,"2,343.39","2,329.88","2,346.04","2,321.67",-,0.60%,,2020/3/26,1875.56
2020/9/23,"2,305.57","2,343.34","2,352.16","2,302.40",-,-1.61%,,2020/3/27,1827.17
2020/9/24,"2,300.30","2,303.37","2,318.54","2,280.83",-,-0.23%,,2020/3/28,#N/A
2020/9/25,"2,326.85","2,302.97","2,331.29","2,289.77",-,1.15%,,2020/3/29,#N/A
2020/9/28,"2,366.41","2,327.95","2,371.99","2,327.79",-,1.70%,,2020/3/30,1870.48
2020/9/29,"2,359.63","2,367.45","2,371.63","2,355.87",-,-0.29%,,2020/3/31,1852.73
2020/9/30,"2,367.27","2,360.73","2,381.98","2,350.85",-,0.32%,,2020/4/1,1781.27
2020/10/1,"2,380.02","2,367.51","2,387.01","2,367.35",-,0.54%,,2020/4/2,1803.07
2020/10/2,"2,362.41","2,380.72","2,382.07","2,346.41",-,-0.74%,,2020/4/3,1776.86
2020/10/5,"2,403.50","2,362.55","2,403.50","2,362.52",-,1.74%,,2020/4/4,#N/A
2020/10/6,"2,382.57","2,403.31","2,415.90","2,377.34",-,-0.87%,,2020/4/5,#N/A
2020/10/7,"2,409.39","2,379.19","2,412.95","2,378.01",-,1.13%,,2020/4/6,1881.48
2020/10/8,"2,427.36","2,410.57","2,428.08","2,409.85",-,0.75%,,2020/4/7,1895.04
2020/10/9,"2,447.76","2,428.23","2,450.50","2,427.29",-,0.84%,,2020/4/8,1940.08
2020/10/12,"2,477.92","2,447.82","2,484.98","2,447.01",-,1.23%,,2020/4/9,1970.67
2020/10/13,"2,464.18","2,479.03","2,479.17","2,458.45",-,-0.55%,,2020/4/10,1971.95
2020/10/14,"2,453.61","2,462.67","2,473.28","2,448.38",-,-0.43%,,2020/4/11,#N/A
2020/10/15,"2,435.93","2,452.27","2,452.82","2,414.58",-,-0.72%,,2020/4/12,#N/A
2020/10/16,"2,440.14","2,435.99","2,457.68","2,433.53",-,0.17%,,2020/4/13,1956.75
2020/10/19,"2,417.69","2,441.48","2,454.27","2,413.39",-,-0.92%,,2020/4/14,2006.81
2020/10/20,"2,422.71","2,415.72","2,439.15","2,412.64",-,0.21%,,2020/4/15,1960.2
2020/10/21,"2,417.83","2,423.71","2,435.01","2,416.51",-,-0.20%,,2020/4/16,1964.33
2020/10/22,"2,421.00","2,414.29","2,423.78","2,400.07",-,0.13%,,2020/4/17,2017.51
2020/10/23,"2,430.54","2,420.97","2,433.05","2,418.15",-,0.39%,,2020/4/18,#N/A
2020/10/26,"2,390.08","2,431.14","2,432.22","2,372.21",-,-1.66%,,2020/4/19,#N/A
2020/10/27,"2,381.65","2,388.32","2,391.82","2,379.94",-,-0.35%,,2020/4/20,1994.03
2020/10/28,"2,306.65","2,378.28","2,380.33","2,305.62",-,-3.15%,,2020/4/21,1932.25
2020/10/29,"2,318.44","2,304.05","2,333.92","2,293.81",-,0.51%,,2020/4/22,1968.27
2020/10/30,"2,292.93","2,319.66","2,320.30","2,276.24",-,-1.10%,,2020/4/23,1974.38
2020/11/2,"2,322.14","2,293.39","2,332.02","2,293.39",-,1.27%,,2020/4/24,1987.65
2020/11/3,"2,369.27","2,323.46","2,377.88","2,323.36",-,2.03%,,2020/4/25,#N/A
2020/11/4,"2,416.61","2,371.55","2,436.57","2,360.67",-,2.00%,,2020/4/26,#N/A
2020/11/5,"2,466.58","2,416.53","2,474.76","2,416.53",-,2.07%,,2020/4/27,2022.49
2020/11/6,"2,470.05","2,466.90","2,475.42","2,456.46",-,0.14%,,2020/4/28,2023.35
2020/11/9,"2,502.06","2,470.47","2,546.16","2,470.47",-,1.30%,,2020/4/29,2070.76
2020/11/10,"2,507.10","2,503.49","2,512.04","2,487.55",-,0.20%,,2020/4/30,2052.85
2020/11/11,"2,528.25","2,507.09","2,532.60","2,507.07",-,0.84%,,2020/5/1,2004.79
2020/11/12,"2,509.24","2,529.58","2,530.74","2,499.67",-,-0.75%,,2020/5/2,#N/A
2020/11/13,"2,529.29","2,508.43","2,533.82","2,504.41",-,0.80%,,2020/5/3,#N/A
2020/11/16,"2,561.50","2,530.60","2,562.62","2,530.60",-,1.27%,,2020/5/4,1997.75
2020/11/17,"2,558.43","2,563.58","2,564.80","2,545.01",-,-0.12%,,2020/5/5,2018.11
2020/11/18,"2,543.36","2,558.09","2,565.99","2,541.48",-,-0.59%,,2020/5/6,2007.6
2020/11/19,"2,546.31","2,541.80","2,549.50","2,526.58",-,0.12%,,2020/5/7,2026.12
2020/11/20,"2,540.02","2,547.75","2,551.11","2,539.97",-,-0.25%,,2020/5/8,2061.89
2020/11/23,"2,546.90","2,540.07","2,557.94","2,535.94",-,0.27%,,2020/5/9,#N/A
2020/11/24,"2,587.19","2,547.84","2,590.55","2,547.84",-,1.58%,,2020/5/10,#N/A
2020/11/25,"2,589.67","2,588.84","2,593.34","2,580.30",-,0.10%,,2020/5/11,2060.7
2020/11/26,"2,590.15","2,590.31","2,593.15","2,589.34",-,0.02%,,2020/5/12,2034.06
2020/11/27,"2,601.45","2,590.59","2,603.87","2,590.02",-,0.44%,,2020/5/13,1998.48
2020/11/30,"2,583.14","2,602.25","2,602.25","2,572.12",-,-0.70%,,2020/5/14,1999.89
2020/12/1,"2,609.01","2,581.24","2,617.58","2,581.20",-,1.00%,,2020/5/15,2008.41
2020/12/2,"2,613.91","2,612.20","2,616.16","2,598.63",-,0.19%,,2020/5/16,#N/A
2020/12/3,"2,621.28","2,616.34","2,628.14","2,613.75",-,0.28%,,2020/5/17,#N/A
2020/12/4,"2,639.66","2,620.29","2,639.66","2,619.52",-,0.70%,,2020/5/18,2069
2020/12/7,"2,635.88","2,639.26","2,640.18","2,629.72",-,-0.14%,,2020/5/19,2061.37
2020/12/8,"2,642.05","2,634.48","2,644.48","2,627.16",-,0.23%,,2020/5/20,2092.03
2020/12/9,"2,627.53","2,641.62","2,652.36","2,619.21",-,-0.55%,,2020/5/21,2074.1
2020/12/10,"2,628.58","2,626.33","2,633.47","2,610.03",-,0.04%,,2020/5/22,2071.9
2020/12/11,"2,621.89","2,629.67","2,631.37","2,606.81",-,-0.25%,,2020/5/23,#N/A
2020/12/14,"2,619.43","2,624.17","2,645.80","2,619.43",-,-0.09%,,2020/5/24,#N/A
2020/12/15,"2,643.74","2,620.38","2,645.27","2,617.19",-,0.93%,,2020/5/25,2081.83
2020/12/16,"2,654.79","2,644.90","2,659.98","2,644.90",-,0.42%,,2020/5/26,2114.27
2020/12/17,"2,674.87","2,655.82","2,675.30","2,654.94",-,0.76%,,2020/5/27,2136.9
2020/12/18,"2,666.30","2,675.20","2,676.01","2,654.23",-,-0.32%,,2020/5/28,2148.33
2020/12/21,"2,644.97","2,665.71","2,665.86","2,612.71",-,-0.80%,,2020/5/29,2147.88
2020/12/22,"2,643.07","2,647.63","2,648.95","2,636.53",-,-0.07%,,2020/5/30,#N/A
2020/12/23,"2,651.41","2,643.74","2,661.62","2,643.21",-,0.32%,,2020/5/31,#N/A
2020/12/24,"2,659.04","2,651.75","2,659.69","2,651.61",-,0.29%,,2020/6/1,2163.92
2020/12/25,"2,659.27","2,659.40","2,660.22","2,658.97",-,0.01%,,2020/6/2,2187.09
2020/12/28,"2,676.80","2,661.20","2,680.10","2,659.77",-,0.66%,,2020/6/3,2222.54
2020/12/29,"2,682.18","2,678.81","2,699.37","2,678.81",-,0.20%,,2020/6/4,2218.5
2020/12/30,"2,686.06","2,682.66","2,693.57","2,680.36",-,0.14%,,2020/6/5,2266.76
2020/12/31,"2,690.04","2,686.27","2,690.77","2,677.61",-,0.15%,,2020/6/6,#N/A
2021/1/1,"2,690.04","2,690.04","2,690.04","2,690.04",-,0.00%,,2020/6/7,#N/A
2021/1/4,"2,670.04","2,690.12","2,709.18","2,649.36",-,-0.74%,,2020/6/8,2288.04
2021/1/5,"2,684.18","2,668.91","2,690.33","2,666.18",-,0.53%,,2020/6/9,2275.28
2021/1/6,"2,699.51","2,685.94","2,719.15","2,677.25",-,0.57%,,2020/6/10,2267.36
2021/1/7,"2,734.19","2,703.01","2,738.63","2,702.28",-,1.28%,,2020/6/11,2154.44
2021/1/8,"2,753.31","2,735.27","2,754.11","2,729.57",-,0.70%,,2020/6/12,2164.46
2021/1/11,"2,730.05","2,751.15","2,751.15","2,722.14",-,-0.84%,,2020/6/13,#N/A
2021/1/12,"2,734.40","2,730.70","2,740.53","2,722.16",-,0.16%,,2020/6/14,#N/A
2021/1/13,"2,739.87","2,737.73","2,746.01","2,731.39",-,0.20%,,2020/6/15,2171.44
2021/1/14,"2,738.09","2,739.99","2,751.99","2,738.09",-,-0.06%,,2020/6/16,2219.1
2021/1/15,"2,714.81","2,739.16","2,739.88","2,702.02",-,-0.85%,,2020/6/17,2217.9
2021/1/18,"2,713.49","2,711.70","2,713.92","2,709.93",-,-0.05%,,2020/6/18,2215.64
2021/1/19,"2,732.48","2,713.57","2,736.01","2,713.52",-,0.70%,,2020/6/19,2208.97
2021/1/20,"2,761.48","2,732.70","2,765.16","2,731.82",-,1.06%,,2020/6/20,#N/A
2021/1/21,"2,765.57","2,763.62","2,770.88","2,760.68",-,0.15%,,2020/6/21,#N/A
2021/1/22,"2,755.66","2,766.27","2,766.44","2,749.02",-,-0.36%,,2020/6/22,2217.82
2021/1/25,"2,756.87","2,755.36","2,762.58","2,726.18",-,0.04%,,2020/6/23,2236.04
2021/1/26,"2,754.12","2,757.42","2,768.23","2,752.62",-,-0.10%,,2020/6/24,2180.12
2021/1/27,"2,694.42","2,755.14","2,755.83","2,685.39",-,-2.17%,,2020/6/25,2193.4
2021/1/28,"2,710.60","2,691.29","2,731.76","2,677.39",-,0.60%,,2020/6/26,2157.19
2021/1/29,"2,661.69","2,711.00","2,711.59","2,649.92",-,-1.80%,,2020/6/27,#N/A
2021/2/1,"2,697.88","2,659.13","2,702.49","2,659.13",-,1.36%,,2020/6/28,#N/A
2021/2/2,"2,731.95","2,697.46","2,739.33","2,697.46",-,1.26%,,2020/6/29,2176.44
2021/2/3,"2,737.93","2,734.86","2,746.71","2,730.56",-,0.22%,,2020/6/30,2201.79
2021/2/4,"2,757.66","2,738.71","2,757.66","2,734.43",-,0.72%,,2020/7/1,2211.27
2021/2/5,"2,773.45","2,759.34","2,777.22","2,759.23",-,0.57%,,2020/7/2,2227.65
2021/2/8,"2,795.89","2,774.62","2,796.07","2,774.58",-,0.81%,,2020/7/3,2226.39
2021/2/9,"2,798.55","2,795.96","2,802.96","2,791.89",-,0.10%,,2020/7/4,#N/A
2021/2/10,"2,800.68","2,799.73","2,814.78","2,785.18",-,0.08%,,2020/7/5,#N/A
2021/2/11,"2,807.16","2,800.18","2,811.80","2,793.70",-,0.23%,,2020/7/6,2264.29
2021/2/12,"2,818.85","2,806.83","2,819.94","2,799.75",-,0.42%,,2020/7/7,2243.17
2021/2/15,"2,829.67","2,820.78","2,830.70","2,820.66",-,0.38%,,2020/7/8,2252.64
2021/2/16,"2,828.15","2,830.53","2,838.40","2,821.92",-,-0.05%,,2020/7/9,2240.73
2021/2/17,"2,815.98","2,826.57","2,826.57","2,800.41",-,-0.43%,,2020/7/10,2259.6
2021/2/18,"2,802.92","2,816.86","2,817.87","2,787.06",-,-0.46%,,2020/7/11,#N/A
2021/2/19,"2,806.47","2,803.00","2,818.76","2,800.34",-,0.13%,,2020/7/12,#N/A
2021/2/22,"2,788.11","2,806.86","2,811.00","2,788.11",-,-0.65%,,2020/7/13,2253.76
2021/2/23,"2,789.21","2,788.98","2,795.20","2,743.05",-,0.04%,,2020/7/14,2270.69
2021/2/24,"2,802.40","2,788.36","2,806.61","2,766.89",-,0.47%,,2020/7/15,2298.78
2021/2/25,"2,760.26","2,807.16","2,813.96","2,748.67",-,-1.50%,,2020/7/16,2288.81
2021/2/26,"2,726.91","2,756.09","2,756.09","2,712.91",-,-1.21%,,2020/7/17,2293.92
2021/3/1,"2,783.70","2,727.78","2,788.89","2,727.55",-,2.08%,,2020/7/18,#N/A
2021/3/2,"2,768.25","2,784.75","2,788.29","2,768.25",-,-0.56%,,2020/7/19,#N/A
2021/3/3,"2,741.68","2,769.89","2,776.16","2,740.34",-,-0.96%,,2020/7/20,2312.95
2021/3/4,"2,706.48","2,740.34","2,744.20","2,678.72",-,-1.28%,,2020/7/21,2321.55
2021/3/5,"2,728.56","2,701.52","2,734.05","2,670.21",-,0.82%,,2020/7/22,2327.76
2021/3/8,"2,722.64","2,729.74","2,754.21","2,721.63",-,-0.22%,,2020/7/23,2308.12
2021/3/9,"2,761.82","2,723.24","2,776.29","2,721.18",-,1.44%,,2020/7/24,2291.58
2021/3/10,"2,775.34","2,763.36","2,786.48","2,758.51",-,0.49%,,2020/7/25,#N/A
2021/3/11,"2,806.07","2,777.39","2,816.78","2,775.53",-,1.11%,,2020/7/26,#N/A
2021/3/12,"2,807.21","2,807.58","2,809.57","2,789.30",-,0.04%,,2020/7/27,2311.62
2021/3/15,"2,821.85","2,807.66","2,823.49","2,797.29",-,0.52%,,2020/7/28,2299.91
2021/3/16,"2,823.69","2,822.60","2,834.43","2,818.79",-,0.07%,,2020/7/29,2319.71
2021/3/17,"2,826.79","2,823.04","2,837.30","2,805.91",-,0.11%,,2020/7/30,2304.01
2021/3/18,"2,802.27","2,833.39","2,836.26","2,799.09",-,-0.87%,,2020/7/31,2304.98
2021/3/19,"2,796.14","2,801.09","2,804.17","2,777.94",-,-0.22%,,2020/8/1,#N/A
2021/3/22,"2,809.65","2,794.78","2,817.03","2,789.10",-,0.48%,,2020/8/2,#N/A
2021/3/23,"2,788.01","2,809.44","2,811.62","2,782.13",-,-0.77%,,2020/8/3,2324.08
2021/3/24,"2,767.26","2,785.91","2,794.26","2,766.20",-,-0.74%,,2020/8/4,2336.82
2021/3/25,"2,775.05","2,765.86","2,779.84","2,744.82",-,0.28%,,2020/8/5,2355.94
2021/3/26,"2,814.86","2,775.40","2,816.12","2,775.23",-,1.43%,,2020/8/6,2359.89
2021/3/29,"2,811.53","2,814.57","2,817.38","2,798.11",-,-0.12%,,2020/8/7,2355.97
2021/3/30,"2,805.10","2,811.92","2,812.30","2,795.88",-,-0.23%,,2020/8/8,#N/A
2021/3/31,"2,811.70","2,805.16","2,821.86","2,801.01",-,0.24%,,2020/8/9,#N/A
2021/4/1,"2,840.19","2,809.98","2,841.34","2,809.16",-,1.01%,,2020/8/10,2360.87
2021/4/2,"2,841.89","2,842.74","2,844.17","2,841.89",-,0.06%,,2020/8/11,2359.47
2021/4/5,"2,872.97","2,843.18","2,875.43","2,842.35",-,1.09%,,2020/8/12,2391.8
2021/4/6,"2,876.23","2,874.37","2,882.76","2,869.18",-,0.11%,,2020/8/13,2390.08
2021/4/7,"2,881.15","2,877.69","2,884.42","2,874.18",-,0.17%,,2020/8/14,2384.2
2021/4/8,"2,895.61","2,878.66","2,896.91","2,877.77",-,0.50%,,2020/8/15,#N/A
2021/4/9,"2,910.10","2,897.11","2,910.53","2,893.18",-,0.50%,,2020/8/16,#N/A
2021/4/12,"2,907.25","2,910.81","2,910.94","2,900.38",-,-0.10%,,2020/8/17,2393.97
2021/4/13,"2,918.19","2,907.86","2,922.84","2,905.74",-,0.38%,,2020/8/18,2399.37
2021/4/14,"2,913.53","2,920.20","2,928.43","2,912.45",-,-0.16%,,2020/8/19,2394.47
2021/4/15,"2,941.75","2,914.63","2,943.10","2,914.09",-,0.97%,,2020/8/20,2389.15
2021/4/16,"2,953.35","2,942.06","2,956.02","2,939.34",-,0.39%,,2020/8/21,2392.11
2021/4/19,"2,944.05","2,952.81","2,959.08","2,937.82",-,-0.31%,,2020/8/22,#N/A
2021/4/20,"2,915.78","2,942.68","2,943.30","2,906.56",-,-0.96%,,2020/8/23,#N/A
2021/4/21,"2,932.98","2,911.91","2,933.64","2,904.85",-,0.59%,,2020/8/24,2417.05
2021/4/22,"2,923.91","2,935.41","2,944.86","2,917.25",-,-0.31%,,2020/8/25,2422.95
2021/4/23,"2,946.11","2,922.32","2,955.59","2,921.40",-,0.76%,,2020/8/26,2446.05
2021/4/26,"2,956.13","2,949.19","2,959.29","2,948.50",-,0.34%,,2020/8/27,2442.79
2021/4/27,"2,952.01","2,955.46","2,955.46","2,946.36",-,-0.14%,,2020/8/28,2456.86
2021/4/28,"2,951.88","2,951.37","2,963.79","2,949.97",-,0.00%,,2020/8/29,#N/A
2021/4/29,"2,963.31","2,955.79","2,972.72","2,947.28",-,0.39%,,2020/8/30,#N/A
2021/4/30,"2,938.76","2,964.14","2,964.43","2,934.49",-,-0.83%,,2020/8/31,2455.51
2021/5/3,"2,948.67","2,938.21","2,957.17","2,936.12",-,0.34%,,2020/9/1,2467.25
2021/5/4,"2,922.50","2,947.63","2,948.14","2,903.13",-,-0.89%,,2020/9/2,2494.1
2021/5/5,"2,932.84","2,921.80","2,942.85","2,921.03",-,0.35%,,2020/9/3,2425.78
2021/5/6,"2,952.03","2,934.01","2,952.75","2,923.30",-,0.65%,,2020/9/4,2399.6
2021/5/7,"2,979.41","2,953.06","2,983.88","2,952.55",-,0.93%,,2020/9/5,#N/A
2021/5/10,"2,961.57","2,981.70","2,985.47","2,960.50",-,-0.60%,,2020/9/6,#N/A
2021/5/11,"2,928.33","2,958.89","2,958.94","2,904.79",-,-1.12%,,2020/9/7,2408.05
2021/5/12,"2,876.79","2,927.25","2,928.00","2,872.71",-,-1.76%,,2020/9/8,2354.41
2021/5/13,"2,892.48","2,874.75","2,902.14","2,860.30",-,0.55%,,2020/9/9,2393.75
2021/5/14,"2,938.63","2,894.24","2,943.54","2,894.24",-,1.60%,,2020/9/10,2367.8
2021/5/17,"2,934.18","2,940.80","2,941.53","2,924.32",-,-0.15%,,2020/9/11,2368.14
2021/5/18,"2,928.68","2,935.56","2,948.06","2,928.51",-,-0.19%,,2020/9/12,#N/A
2021/5/19,"2,910.94","2,926.50","2,926.90","2,879.90",-,-0.61%,,2020/9/13,#N/A
2021/5/20,"2,942.21","2,906.30","2,949.46","2,906.26",-,1.07%,,2020/9/14,2396.37
2021/5/21,"2,943.13","2,943.34","2,960.20","2,940.00",-,0.03%,,2020/9/15,2407.97
2021/5/24,"2,966.44","2,942.55","2,972.19","2,942.42",-,0.79%,,2020/9/16,2403.5
2021/5/25,"2,965.51","2,966.94","2,979.38","2,963.54",-,-0.03%,,2020/9/17,2383.54
2021/5/26,"2,969.51","2,965.22","2,971.87","2,963.08",-,0.13%,,2020/9/18,2367.99
2021/5/27,"2,970.64","2,967.48","2,977.96","2,965.51",-,0.04%,,2020/9/19,#N/A
2021/5/28,"2,979.30","2,972.42","2,987.71","2,972.42",-,0.29%,,2020/9/20,#N/A
2021/5/31,"2,975.70","2,979.17","2,980.03","2,975.24",-,-0.12%,,2020/9/21,2329.49
