Date,Value
2021/11/5,6435250914
2021/11/6,2757510648
2021/11/7,2452500860
2021/11/8,7868335327
2021/11/9,8511741830
2021/11/10,6732821876
2021/11/11,5229229610
2021/11/12,6291969520
2021/11/13,2739693248
2021/11/14,2187474681
2021/11/15,5704920149
2021/11/16,10498129184
2021/11/17,7480898359
2021/11/18,10213009489
2021/11/19,6049553193
2021/11/20,2884513913
2021/11/21,2590670067
2021/11/22,7023168183
2021/11/23,6167254619
2021/11/24,5700109165
2021/11/25,8960165966
2021/11/26,11684205362
2021/11/27,2469579561
2021/11/28,1876057612
2021/11/29,7530278020
2021/11/30,6028906432
2021/12/1,8653248451
2021/12/2,7681001474
2021/12/3,5995006291
2021/12/4,7581447200
2021/12/5,3421960961
2021/12/6,7568392055
2021/12/7,6656838608
2021/12/8,6017762761
2021/12/9,7507375135
2021/12/10,4646748174
2021/12/12,1275484167
2021/12/13,4853087723
2021/12/14,4698418162
