Date,Value
2020/5/18,176082868.2
2020/5/19,230169746.6
2020/5/20,228306109.2
2020/5/21,231513104
2020/5/22,302921371.1
2020/5/23,137706362.8
2020/5/24,69573042.35
2020/5/25,151515271.1
2020/5/26,151521072.3
2020/5/27,120113139
2020/5/28,148428061
2020/5/29,193513827.7
2020/5/30,144086661.4
2020/5/31,132752538.8
2020/6/1,99233158.44
2020/6/2,280975718
2020/6/3,429398121.5
2020/6/4,128440438.9
2020/6/5,183077760.7
2020/6/6,139993515.4
2020/6/7,74040583.55
2020/6/8,129391452.9
2020/6/9,111353754.6
2020/6/10,153220784.2
2020/6/11,158586968.1
2020/6/12,321867038.6
2020/6/13,132333533.7
2020/6/14,51803750.58
2020/6/15,63632383.61
2020/6/16,244968165
2020/6/17,138860025.7
2020/6/18,124106956.1
2020/6/19,74041735.81
2020/6/20,109732841.9
2020/6/21,57461731.85
2020/6/22,36882860.07
2020/6/23,134494787.1
2020/6/24,102289235.3
2020/6/25,178365905.8
2020/6/26,166531113.6
2020/6/27,141780368.3
2020/6/28,92221683.83
2020/6/29,59501520.56
2020/6/30,100083941
2020/7/1,63158022.98
2020/7/2,98873138.81
2020/7/3,107207537.5
2020/7/4,57803290.99
2020/7/5,38839661.83
2020/7/6,50720848.73
2020/7/7,113743420
2020/7/8,95242533.96
2020/7/9,121129125.4
2020/7/10,98869845.96
2020/7/11,79818144.58
2020/7/12,30014745.73
2020/7/13,42610639.38
2020/7/14,78223034.34
2020/7/15,88249714.54
2020/7/16,83393685.66
2020/7/17,88531436.7
2020/7/18,71682525.59
2020/7/19,29934693.31
2020/7/20,32799397.98
2020/7/21,59994848.86
2020/7/22,114760459.1
2020/7/23,103269918.1
2020/7/24,168395155
2020/7/25,128787740.3
2020/7/26,83145125.8
2020/7/27,169823595.6
2020/7/28,569642411.6
2020/7/29,352662968.6
2020/7/30,253835681.1
2020/7/31,201165672.4
2020/8/1,222815243.1
2020/8/2,240815459
2020/8/3,289592847.8
2020/8/4,159671026.5
2020/8/5,122455803.8
2020/8/6,182136390.2
2020/8/7,203809369.9
2020/8/8,215793133.7
2020/8/9,86008564.67
2020/8/10,59683346.89
2020/8/11,218397180.7
2020/8/12,249861736.8
2020/8/13,141688775.6
2020/8/14,161732026.4
2020/8/15,131449767
2020/8/16,101333020.3
2020/8/17,63773670.15
2020/8/18,253521339.7
2020/8/19,217771115.2
2020/8/20,208815095.8
2020/8/21,96746302.16
2020/8/22,153928937
2020/8/23,85029155.46
2020/8/24,39027595.4
2020/8/25,75749356.94
2020/8/26,168869325.9
2020/8/27,104337127.4
2020/8/28,152064701.9
2020/8/29,125753228.7
2020/8/30,48056174.59
2020/8/31,54121905.84
2020/9/1,102290923.4
2020/9/2,176627448.5
2020/9/3,265432700.7
2020/9/4,361418115.4
2020/9/5,310980390.2
2020/9/6,222072428.2
2020/9/7,89153592.59
2020/9/8,153205856.5
2020/9/9,194156867.1
2020/9/10,113383268.7
2020/9/11,147055601.3
2020/9/12,101653161.4
2020/9/13,57857607.94
2020/9/14,81937985.72
2020/9/15,143525658.6
2020/9/16,135273030.3
2020/9/17,154480376.6
2020/9/18,117116914.3
2020/9/19,88269394.26
2020/9/20,54811966.39
2020/9/21,69233310.91
2020/9/22,193630537.9
2020/9/23,99403513.65
2020/9/24,124490884.2
2020/9/25,124807106.5
2020/9/26,129716552.9
2020/9/27,48519033.92
2020/9/28,50063044.87
2020/9/29,109557462.4
2020/9/30,89865245.23
2020/10/1,89894642.89
2020/10/2,183013787.4
2020/10/3,150343724.5
2020/10/4,31477196.12
2020/10/5,31512003.1
2020/10/6,78412225.05
2020/10/7,103826838.3
2020/10/8,102699834.1
2020/10/9,142856446.7
2020/10/10,120551930.6
2020/10/11,97927463.15
2020/10/12,60215827.9
2020/10/13,166313556.3
2020/10/14,117568933.3
2020/10/15,93932070.95
2020/10/16,111854678.1
2020/10/17,109053461.6
2020/10/18,34142836.4
2020/10/19,29716243.88
2020/10/20,139587584.3
2020/10/21,167903083
2020/10/22,486931525.6
2020/10/23,234841376.8
2020/10/24,151273932.4
2020/10/25,69928610.91
2020/10/26,111062981.4
2020/10/27,176006371
2020/10/28,325461283.4
2020/10/29,310741338.2
2020/10/30,228409072.2
2020/10/31,265607933.7
2020/11/1,194274881.3
2020/11/2,81876480.69
2020/11/3,202098850.1
2020/11/4,213888432.3
2020/11/5,303936796.2
2020/11/6,575483038.2
2020/11/7,418654253.5
2020/11/8,320513832.3
2020/11/9,168415197.4
2020/11/10,392305674.1
2020/11/11,230269180.4
2020/11/12,298105721.5
2020/11/13,478495947.4
2020/11/14,264263990.4
2020/11/15,163501040.4
2020/11/16,97292561.75
2020/11/17,293272996.5
2020/11/18,424743958
2020/11/19,633847834.6
2020/11/20,358043942.4
2020/11/21,374130037.1
2020/11/22,256287553.7
2020/11/23,276025442.6
2020/11/24,344268444.6
2020/11/25,523228040.5
2020/11/26,357330319
2020/11/27,867494794.1
2020/11/28,334361872.1
2020/11/29,203020072.5
2020/11/30,192293944
2020/12/1,570429939.2
2020/12/2,586228902.9
2020/12/3,311500178.6
2020/12/4,269817738.9
2020/12/5,278793731.2
2020/12/6,114151706.8
2020/12/7,119935507.5
2020/12/8,176619929.7
2020/12/9,273878281
2020/12/10,377966775.2
2020/12/11,264270264.6
2020/12/12,291983141.4
2020/12/13,175018094.7
2020/12/14,197236995.3
2020/12/15,156397143.2
2020/12/16,288887515.2
2020/12/17,712598806.5
2020/12/18,1177690832
2020/12/19,465956413.3
2020/12/20,428547892.6
2020/12/21,301633611.4
2020/12/22,647260163.4
2020/12/23,433884278.6
2020/12/24,583254745.8
2020/12/25,344759537.1
2020/12/26,375518728.2
2020/12/27,530655727.5
2020/12/28,822241572.2
2020/12/29,511058869.8
2020/12/30,584575020.2
2020/12/31,751041811
2021/1/1,606524119.5
2021/1/2,491258037.7
2021/1/3,1393906626
2021/1/4,975831414.6
2021/1/5,1432013253
2021/1/6,1026923832
2021/1/7,1414154053
2021/1/8,1836614179
2021/1/9,1794260807
2021/1/10,711474842.7
2021/1/11,1415450813
2021/1/12,3039065356
2021/1/13,1344114135
2021/1/14,1209077692
2021/1/15,988940894.5
2021/1/16,1194986405
2021/1/17,685084801.6
2021/1/18,650030053.9
2021/1/19,590495165.8
2021/1/20,579558848.9
2021/1/21,913461956.8
2021/1/22,1473827004
2021/1/23,1271924926
2021/1/24,414697183.1
2021/1/25,362355621.5
2021/1/26,724029496.8
2021/1/27,782611741.2
2021/1/28,1231838586
2021/1/29,1030518859
2021/1/30,2130003473
2021/1/31,559013708.2
2021/2/1,358122291.5
2021/2/2,555827113.9
2021/2/3,598901450.2
2021/2/4,704292313.8
2021/2/5,833075414.8
2021/2/6,464369301.5
2021/2/7,815234883.5
2021/2/8,507510700.4
2021/2/9,1848583587
2021/2/10,1278680840
2021/2/11,854939011.7
2021/2/12,990292287
2021/2/13,689712445.3
2021/2/14,410208224.1
2021/2/15,517594005.2
2021/2/16,708415696.9
2021/2/17,899200170.7
2021/2/18,1071500775
2021/2/19,665321948.2
2021/2/20,1203321962
2021/2/21,737451802.2
2021/2/22,515842591.9
2021/2/23,1925933019
2021/2/24,2125994180
2021/2/25,1058762335
2021/2/26,915917915.7
2021/2/27,1077018778
2021/2/28,399909227.6
2021/3/1,724061272.7
2021/3/2,967845187.2
2021/3/3,645712708.9
2021/3/4,806146031.4
2021/3/5,781773549.7
2021/3/6,757198942.5
2021/3/7,314191307.9
2021/3/8,439137853.7
2021/3/9,593714546
2021/3/10,757075750.4
2021/3/11,1017432151
2021/3/12,867544807.9
2021/3/13,701008587.8
2021/3/14,988962162.3
2021/3/15,461229239.3
2021/3/16,1029700471
2021/3/17,933139262.1
2021/3/18,870414831.5
2021/3/19,769968936.6
